date,open,high,low,close,volume,RSI_entry,RSI_exit,RSI_rsi,MACD_entry,MACD_exit,MACD_macd,MACD_macdsignal,MACD_macdhist,STOCH_entry,STOCH_exit,STOCH_slowk,STOCH_slowd,STOCHRSI_entry,STOCHRSI_exit,STOCHRSI_fastk,STOCHRSI_fastd,CCI_entry,CCI_exit,CCI_cci,MFI_entry,MFI_exit,MFI_mfi,WILLR_entry,WILLR_exit,WILLR_willr,CMO_entry,CMO_exit,CMO_cmo,ADX_entry,ADX_exit,ADX_adx,MOM_entry,MOM_exit,MOM_mom,ROC_entry,ROC_exit,ROC_roc,TRIX_entry,TRIX_exit,TRIX_trix,ULTOSC_entry,ULTOSC_exit,ULTOSC_ultosc,APO_entry,APO_exit,APO_apo,PPO_entry,PPO_exit,PPO_ppo,BOP_entry,BOP_exit,BOP_bop,AROON_entry,AROON_exit,AROON_aroondown,AROON_aroonup,AROONOSC_entry,AROONOSC_exit,AROONOSC_aroonosc,ADXR_entry,ADXR_exit,ADXR_adxr,DX_entry,DX_exit,DX_dx,MACDEXT_entry,MACDEXT_exit,MACDEXT_macd,MACDEXT_macdsignal,MACDEXT_macdhist,MACDFIX_entry,MACDFIX_exit,MACDFIX_macd,MACDFIX_macdsignal,MACDFIX_macdhist,MINUS_DI_entry,MINUS_DI_exit,MINUS_DI_minus_di,MINUS_DM_entry,MINUS_DM_exit,MINUS_DM_minus_dm,PLUS_DI_entry,PLUS_DI_exit,PLUS_DI_plus_di,PLUS_DM_entry,PLUS_DM_exit,PLUS_DM_plus_dm,ROCP_entry,ROCP_exit,ROCP_rocp,ROCR_entry,ROCR_exit,ROCR_rocr,ROCR100_entry,ROCR100_exit,ROCR100_rocr100,STOCHF_entry,STOCHF_exit,STOCHF_fastk,STOCHF_fastd,SMA_entry,SMA_exit,SMA_sma_fast,SMA_sma_slow,EMA_entry,EMA_exit,EMA_ema_fast,EMA_ema_slow,DEMA_entry,DEMA_exit,DEMA_dema,TEMA_entry,TEMA_exit,TEMA_tema,KAMA_entry,KAMA_exit,KAMA_kama,WMA_entry,WMA_exit,WMA_wma,TRIMA_entry,TRIMA_exit,TRIMA_trima,T3_entry,T3_exit,T3_t3,SAR_entry,SAR_exit,SAR_sar,BBANDS_entry,BBANDS_exit,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,HT_TRENDLINE_entry,HT_TRENDLINE_exit,HT_TRENDLINE_ht_trendline,MA_entry,MA_exit,MA_ma,MAMA_entry,MAMA_exit,MAMA_mama,MAMA_fama,MIDPOINT_entry,MIDPOINT_exit,MIDPOINT_midpoint,MIDPRICE_entry,MIDPRICE_exit,MIDPRICE_midprice,SAREXT_entry,SAREXT_exit,SAREXT_sarext,OBV_entry,OBV_exit,OBV_obv,OBV_obv_sma,AD_entry,AD_exit,AD_ad,AD_ad_sma,ADOSC_entry,ADOSC_exit,ADOSC_adosc,ATR_entry,ATR_exit,ATR_atr,NATR_entry,NATR_exit,NATR_natr,TRANGE_entry,TRANGE_exit,TRANGE_trange,TRANGE_trange_avg,HT_DCPERIOD_entry,HT_DCPERIOD_exit,HT_DCPERIOD_ht_dcperiod,HT_DCPHASE_entry,HT_DCPHASE_exit,HT_DCPHASE_ht_dcphase,HT_PHASOR_entry,HT_PHASOR_exit,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_entry,HT_SINE_exit,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE_entry,HT_TRENDMODE_exit,HT_TRENDMODE_ht_trendmode,tradeable
2025-01-01 00:00:00+00:00,93576.0,94509.42,93489.03,94401.14,755.9901,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.808651593998373,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,,False,False,755.9901,,False,False,595.5443723311691,,False,False,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 01:00:00+00:00,94401.13,94408.72,93578.77,93607.74,586.53456,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,-0.9559491535634703,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,93489.03,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,93489.03,False,False,169.45553999999993,,False,False,49.956631303880044,,False,False,,False,False,,False,False,,False,False,829.9499999999971,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 02:00:00+00:00,93607.74,94105.12,93594.56,94098.91,276.78045,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,False,0.9620220933876538,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,93498.2269,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,93498.2269,False,False,446.2359899999999,,False,False,320.00405641161365,,False,False,,False,False,,False,False,,False,False,510.5599999999977,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 03:00:00+00:00,94098.9,94098.91,93728.22,93838.04,220.99302,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,-0.7037146942188862,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,93507.33183099999,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,93507.33183099999,False,False,225.2429699999999,,False,False,229.9530820907427,,False,False,,False,False,,False,False,,False,False,370.6900000000023,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 04:00:00+00:00,93838.04,93838.04,93500.0,93553.91,279.46909,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.8405218317358759,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,94408.72,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-94408.72,False,False,-54.226120000000094,,False,False,39.622429210025985,,False,False,,False,False,,False,False,,False,False,338.0399999999936,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 05:00:00+00:00,93553.91,93937.19,93547.4,93792.02,209.1794,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,False,0.6108673901331373,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,99.35475355488292,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,94399.6328,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-94399.6328,False,False,154.9532799999999,,False,False,92.99191362471595,,False,False,,False,False,,False,False,,False,False,389.79000000000815,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 06:00:00+00:00,93792.02,93792.02,93568.38,93757.58,272.27846,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,-0.15399749597568602,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,100.16007223334309,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,94390.63647200001,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-94390.63647200001,False,False,-117.3251800000001,,False,False,281.409971528484,,False,False,,False,False,,False,False,,False,False,223.63999999999942,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 07:00:00+00:00,93757.57,93800.0,93664.08,93684.1,197.93458,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.5405385520894799,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,99.55917661532955,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,94381.73010728002,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-94381.73010728002,False,False,-315.25976000000014,,False,False,141.78395968035065,,False,False,,False,False,,False,False,,False,False,135.91999999999825,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 08:00:00+00:00,93684.11,93756.02,93304.0,93428.46,481.71173,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.56557231980884,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.9896963108708222,False,False,99.56352455784457,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,94372.91280620721,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-94372.91280620721,False,False,-796.9714900000001,,False,False,-74.65702161028895,,False,False,0.0,False,False,,False,False,,False,False,452.0200000000041,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 09:00:00+00:00,93428.47,93486.29,92888.0,93413.06,798.49773,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.02575674004246044,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.9979202574487963,False,False,99.84944509534662,False,False,,,False,False,,,False,False,,93757.496,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,94351.53455008307,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-94351.53455008307,False,False,-1595.4692200000002,,False,False,528.3703218952105,,False,False,0.0,False,False,,False,True,0.4578113119895172,False,False,598.2899999999936,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
