run_id,iteration,individual_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,class_weight_power,focal_gamma,learning_rate,dropout,hidden_size,num_layers,weight_decay,label_smoothing,batch_size,all_hold_weight,entry_exit_weight,scheduler_patience,input_seq_length,class_weight_power_lower,focal_gamma_lower,learning_rate_lower,dropout_lower,hidden_size_lower,num_layers_lower,weight_decay_lower,label_smoothing_lower,batch_size_lower,all_hold_weight_lower,entry_exit_weight_lower,scheduler_patience_lower,input_seq_length_lower,class_weight_power_upper,focal_gamma_upper,learning_rate_upper,dropout_upper,hidden_size_upper,num_layers_upper,weight_decay_upper,label_smoothing_upper,batch_size_upper,all_hold_weight_upper,entry_exit_weight_upper,scheduler_patience_upper,input_seq_length_upper,pop_size,iterations,n_workers,min_features,epochs_per_eval,np_neighbors,pf_max,elitist_selection,elitist_constant,fitness
ecc6573a,-1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,2.1514378175574915,1.1685379451166402,0.007870035160260186,0.39519219890719615,238.43111690117001,2.436317029180333,0.02948152696784476,0.18434257596120762,30.113873845959077,2.2844063114368005,1.5821202689184182,11.463440058702188,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2.2719153724599046,3.7008378017954535,0.004611741766865814,0.4061595847894551,187.7323058983597,1.3968701174954927,0.03683098391136805,0.059763088347574954,63.664823214555824,4.518252703760716,1.493668169833929,7.939472209655516,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1.9259925157684703,4.6557962884474495,0.009795509847625996,0.3305242267269272,177.682676441976,1.0316111619036814,0.0024032856791931833,0.024618238383924507,19.97225228820797,2.316112362317659,2.599331861055788,7.887016127529246,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,3,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,2.217149410238982,2.506623439772785,0.007776087553761603,0.27024956091537466,220.85003182254178,3.302101239659235,0.09685596950167695,0.22499776760656728,30.678082016450603,3.0249725020232487,1.9371847258036707,7.272342467941668,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,4,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1.400375975615498,1.5581268300770699,0.00434351382041761,0.46206374340601986,220.66823686772176,1.7068235695146696,0.06720583747193207,0.18795379428195774,64.16929178929831,2.922643965326015,2.8562815822418632,9.866450415552729,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,5,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1.8662716617076127,4.311822649444366,0.0008644604615797881,0.468375194102022,181.0196004828845,3.9601805777454,0.08199887427595265,0.1292353825926055,56.343298856180574,3.8252572277456482,2.908489970847458,5.68685433068545,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,6,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1.104955063348764,2.3648496140821913,0.007470584296064983,0.4350426287895443,111.92223136402603,2.2142260956109534,0.018720558542582064,0.08450614398290265,61.697882610274924,3.9672791257003066,2.4138070620937446,8.509961144056922,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,7,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,2.498031818555892,2.605129803655914,0.009898334489729658,0.416187247149415,130.658518975449,3.5285341293698798,0.015719181662595304,0.19072048307112285,71.9095684571216,3.870520429017333,2.0715425371554614,5.812455519340558,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,-1,8,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0.7211641226820118,4.937290275615915,0.0004758472343430466,0.4744487252676209,125.65276027146419,2.4454949203892182,0.013663097066662374,0.22520071116012566,33.773499236130505,2.8461503294906527,1.953238612567305,9.316826250891914,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.019448394899658435
ecc6573a,-1,9,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1.3082302130662968,2.5063219174952107,0.009611853808937287,0.21627931520508234,198.49576032707506,2.670297063778515,0.0985823156808757,0.13451041150875553,48.89334307441974,2.8829770686744025,1.6434802361762437,13.968794012371433,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0.7211641226820118,4.937290275615915,0.0004758472343430466,0.4744487252676209,125.65276027146419,2.4454949203892182,0.013663097066662374,0.22520071116012566,33.773499236130505,2.8461503294906527,1.953238612567305,9.316826250891914,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.019448394899658435
ecc6573a,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,2.1514378175574915,1.1685379451166402,0.007870035160260186,0.39519219890719615,238.43111690117001,2.436317029180333,0.02948152696784476,0.18434257596120762,30.113873845959077,2.2844063114368005,1.5821202689184182,11.463440058702188,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1.9259925157684703,4.6557962884474495,0.009795509847625996,0.3305242267269272,177.682676441976,1.0316111619036814,0.0024032856791931833,0.024618238383924507,19.97225228820797,2.316112362317659,2.599331861055788,7.887016127529246,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,3,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2.2719153724599046,3.7008378017954535,0.004611741766865814,0.4061595847894551,187.7323058983597,1.3968701174954927,0.03683098391136805,0.059763088347574954,63.664823214555824,4.518252703760716,1.493668169833929,7.939472209655516,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,4,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1.400375975615498,1.5581268300770699,0.00434351382041761,0.46206374340601986,220.66823686772176,1.7068235695146696,0.06720583747193207,0.18795379428195774,64.16929178929831,2.922643965326015,2.8562815822418632,9.866450415552729,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,5,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1.8662716617076127,4.311822649444366,0.0008644604615797881,0.468375194102022,181.0196004828845,3.9601805777454,0.08199887427595265,0.1292353825926055,56.343298856180574,3.8252572277456482,2.908489970847458,5.68685433068545,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,6,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1.104955063348764,1.243248119835215,0.003121597259585829,0.47262065257278674,256.0,1.5085867272142686,0.08614073196739137,0.08450614398290265,65.1316392751899,2.51460499407619,3.0,8.509961144056922,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.002063081832928761
ecc6573a,0,7,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,2.217149410238982,2.506623439772785,0.007776087553761603,0.27024956091537466,220.85003182254178,3.302101239659235,0.09685596950167695,0.22499776760656728,30.678082016450603,3.0249725020232487,1.9371847258036707,7.272342467941668,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,8,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,2.498031818555892,2.605129803655914,0.009898334489729658,0.416187247149415,130.658518975449,3.5285341293698798,0.015719181662595304,0.19072048307112285,71.9095684571216,3.870520429017333,2.0715425371554614,5.812455519340558,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,0,9,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1.3082302130662968,2.5063219174952107,0.009611853808937287,0.21627931520508234,198.49576032707506,2.670297063778515,0.0985823156808757,0.13451041150875553,48.89334307441974,2.8829770686744025,1.6434802361762437,13.968794012371433,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0.7211641226820118,4.937290275615915,0.0004758472343430466,0.4744487252676209,125.65276027146419,2.4454949203892182,0.013663097066662374,0.22520071116012566,33.773499236130505,2.8461503294906527,1.953238612567305,9.316826250891914,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.019448394899658435
ecc6573a,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1.104955063348764,1.243248119835215,0.003121597259585829,0.47262065257278674,256.0,1.5085867272142686,0.08614073196739137,0.08450614398290265,65.1316392751899,2.51460499407619,3.0,8.509961144056922,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.002063081832928761
ecc6573a,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1.9259925157684703,4.6557962884474495,0.009795509847625996,0.3305242267269272,177.682676441976,1.0316111619036814,0.0024032856791931833,0.024618238383924507,19.97225228820797,2.316112362317659,2.599331861055788,7.887016127529246,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,1,3,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,2.1514378175574915,1.1685379451166402,0.007870035160260186,0.39519219890719615,238.43111690117001,2.436317029180333,0.02948152696784476,0.18434257596120762,30.113873845959077,2.2844063114368005,1.5821202689184182,11.463440058702188,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,1,4,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2.2719153724599046,3.7008378017954535,0.004611741766865814,0.4061595847894551,187.7323058983597,1.3968701174954927,0.03683098391136805,0.059763088347574954,63.664823214555824,4.518252703760716,1.493668169833929,7.939472209655516,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,1,5,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1.400375975615498,1.5581268300770699,0.00434351382041761,0.46206374340601986,220.66823686772176,1.7068235695146696,0.06720583747193207,0.18795379428195774,64.16929178929831,2.922643965326015,2.8562815822418632,9.866450415552729,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,1,6,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1.8662716617076127,4.311822649444366,0.0008644604615797881,0.468375194102022,181.0196004828845,3.9601805777454,0.08199887427595265,0.1292353825926055,56.343298856180574,3.8252572277456482,2.908489970847458,5.68685433068545,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
ecc6573a,1,7,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,2.217149410238982,2.506623439772785,0.007776087553761603,0.27024956091537466,220.85003182254178,3.302101239659235,0.09685596950167695,0.22499776760656728,30.678082016450603,3.0249725020232487,1.9371847258036707,7.272342467941668,12.0,0.5,1.0,1e-05,0.2,96,1,0.0001,0.0,16,2.0,1.0,5,12,2.5,5.0,0.01,0.5,256,4,0.1,0.3,80,5.0,3.0,15,12,10,50,10,5,100,1,0.1,True,0.4,-0.001975842345681008
