run_id,iteration,individual_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,class_weight_power,focal_gamma,learning_rate,dropout,hidden_size,num_layers,weight_decay,label_smoothing,batch_size,scheduler_patience,input_seq_length,kernel_size,num_conv_layers,class_weight_power_lower,focal_gamma_lower,learning_rate_lower,dropout_lower,hidden_size_lower,num_layers_lower,weight_decay_lower,label_smoothing_lower,batch_size_lower,scheduler_patience_lower,input_seq_length_lower,kernel_size_lower,num_conv_layers_lower,class_weight_power_upper,focal_gamma_upper,learning_rate_upper,dropout_upper,hidden_size_upper,num_layers_upper,weight_decay_upper,label_smoothing_upper,batch_size_upper,scheduler_patience_upper,input_seq_length_upper,kernel_size_upper,num_conv_layers_upper,pop_size,iterations,n_workers,min_features,epochs_per_eval,np_neighbors,pf_max,elitist_selection,elitist_constant,fitness
7fcb89b9,-1,10,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0.22062624781314222,2.6625007978049857,0.0008147814968451066,0.09287297247147334,162.45298379509302,1.269412052136854,0.005730146203661576,0.05725073823488259,125.69600972653132,6.401797508885204,13.43435575708492,6.316657277734572,2.3275555934717467,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0
7fcb89b9,-1,11,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0.18732002455708693,3.0470234830369343,0.00217442013383224,0.07113250286323014,190.20727649632488,1.2900661203817292,0.011356923527905415,0.10526946505256346,86.58895936686964,6.230677023681771,19.15537274941984,3.1347735925550784,1.69259744158333,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.005219203691289967
7fcb89b9,-1,12,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.27306632012233006,3.0423223062364353,0.0014055414173984836,0.0929180908021702,252.3952140223525,2.668943696450344,0.00869471034275491,0.0693093961118244,117.21449107044188,6.693115400573593,15.79896876616915,7.859482842125577,2.03702563249284,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0
7fcb89b9,-1,13,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.2115161786315569,1.3770097611684888,0.00211926618533913,0.09338010109763528,113.111872999671,1.2351025013449737,0.0030109150732279236,0.10862646779495912,96.30941407578271,5.639644559699867,14.219275829482676,8.073490264300068,1.7369848539859996,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0
7fcb89b9,-1,14,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.30910913515021765,3.4761461662705324,0.0025026262021176178,0.0958175159411854,228.9263469425034,2.0446974904553654,0.019472295251360894,0.107086460655653,72.51336278949739,8.211819387252417,18.488240219588633,7.262946095573061,1.2434971944430109,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.054316984771291155
7fcb89b9,-1,15,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.1688359105038649,2.7722822977130375,0.002447841383497081,0.09113784364988232,113.49484518770757,1.9355849861378354,0.019850933475367302,0.06512087504940092,126.81877613180696,6.3085608800373905,14.231956090197304,3.4577469523652753,1.4960486821425727,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.010399956019081098
7fcb89b9,-1,16,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.32569298106399047,3.8237467188488488,0.0007588174750705391,0.08538775682458738,165.19631135464036,1.2295854159952173,0.016285385262101597,0.08177356083223838,96.87757250727444,7.610151519016722,19.359866084351804,8.5564662114864,1.0233263789143177,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.02759949451693238
7fcb89b9,-1,17,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.28715169088190345,3.8156192188008475,0.0018934764763435638,0.029179136057688695,206.7062101482368,1.8397800686263222,0.006368530864150755,0.10727182275713398,109.93867009127996,6.700208980281248,12.37696344154657,8.363995807612564,2.5727851064478564,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0016754474806522312
7fcb89b9,-1,18,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.34662539409462556,1.3142306249652287,0.0010286031102806946,0.09997114093188113,171.68885071397727,1.2196751833340191,0.013740239205434173,0.08008093427301526,74.10802101367479,6.075898451332538,16.84502150531722,3.159098545012368,2.5489752982815643,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.09158538836034573
7fcb89b9,-1,19,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0.2828281478127278,3.8936180136840486,0.0007090821054540976,0.02423203918921054,111.34745143193283,1.0761431593668895,0.013774863736926142,0.052696726746294636,114.52383918411418,7.575768425616868,20.820601538819716,5.84505852681937,2.784938963100902,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0014958656307969733
7fcb89b9,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0.32494918851396487,2.828583971950273,0.0013094024824215364,0.0762928953145309,135.34836605024475,2.683681562525147,0.002487756340775827,0.07500019762478274,66.82042648083443,9.976966577471316,16.454352922853648,4.155757875268426,2.558195750075115,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.11722001616373967
7fcb89b9,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.34662539409462556,1.3142306249652287,0.0010286031102806946,0.09997114093188113,171.68885071397727,1.2196751833340191,0.013740239205434173,0.08008093427301526,74.10802101367479,6.075898451332538,16.84502150531722,3.159098545012368,2.5489752982815643,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.09158538836034573
7fcb89b9,0,2,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.30910913515021765,3.4761461662705324,0.0025026262021176178,0.09176431579584496,228.9263469425034,2.0446974904553654,0.019472295251360894,0.107086460655653,72.51336278949739,8.211819387252417,18.488240219588633,7.262946095573061,1.2434971944430109,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.17067615437043615
7fcb89b9,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.17543719109540645,3.4491063425302615,0.0020334904030921857,0.049470146586942265,191.82303827266878,1.5955176671831313,0.011596613133865388,0.1194311913093076,80.21446636747848,6.479889360245949,16.88551030671539,8.335165030911908,2.8781465463295692,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.040230528316334425
7fcb89b9,0,4,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.32569298106399047,3.8237467188488488,0.0007588174750705391,0.08538775682458738,165.19631135464036,1.2295854159952173,0.016285385262101597,0.08177356083223838,96.87757250727444,7.610151519016722,19.359866084351804,8.5564662114864,1.0233263789143177,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.02759949451693238
7fcb89b9,0,5,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0.24503834613571454,1.9875544669414644,0.002282710175726007,0.015459980094685931,116.07738959253957,2.115178508405316,0.014178584790994347,0.05156668850708426,91.4837502588397,6.31142990076254,20.170020564866192,6.88057196837424,2.1334966202299173,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.011927615059791726
7fcb89b9,0,6,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.32901685318501095,3.696463621685578,0.003,0.1,113.49484518770757,3.0,0.02,0.12,126.81877613180696,10.0,21.0,7.942811529405473,2.366007068323291,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.08376211841527498
7fcb89b9,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0.2250356722799124,3.0470234830369343,0.00217442013383224,0.07113250286323014,103.24059392982575,1.2900661203817292,0.011356923527905415,0.05,84.31998105624739,6.230677023681771,19.15537274941984,7.694156814860886,1.69259744158333,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.029682365599294533
7fcb89b9,0,8,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0.19024658955423274,1.2845570311702943,0.0005644172983090417,0.03867849148447481,110.46760902418254,2.1357439169149535,0.00927797872149272,0.07470356299724866,97.79746198895542,5.936911710938876,15.706431340108601,4.008359553359521,2.101034159138057,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0036330179764641358
7fcb89b9,0,9,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0.24227617485706526,2.8383968307299328,0.001136015661978919,0.07358667658243885,162.85845226881352,2.5253824194690226,0.016249750529186074,0.09962112649484936,66.76572665878022,8.537215856803495,13.529418717057684,5.69356587825908,2.991843241725796,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.0020118770860134464
7fcb89b9,0,10,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0.2742593695997805,2.8936455504371232,0.001665986303389188,0.013850245795625007,107.10818595586733,1.2441526124257245,0.011749572286276776,0.05699810103317405,83.37091892621214,5.788684213027486,17.055500042091197,6.389018460926115,1.3728807371220582,0.15,1.0,0.0003,0.01,96,1,0.0005,0.05,64,5,12,3,1,0.35,4.0,0.003,0.1,256,3,0.02,0.12,128,10,21,9,3,20,100,25,1,100,2,0.27,False,0.15,-0.007024540530001371
