date,open,high,low,close,volume,signal,signal_pct_change,period_id,tradeable,TRIX_gs_trix,BOP_gs_bop,ROC_gs_roc,MOM_gs_mom,AROON_gs_aroondown,AROON_gs_aroonup,AROONOSC_gs_aroonosc,PPO_gs_ppo,APO_gs_apo,MACDFIX_gs_macd,MACDFIX_gs_macdsignal,MACDFIX_gs_macdhist,MINUS_DM_gs_minus_dm,ULTOSC_gs_ultosc,MACD_gs_macd,MACD_gs_macdsignal,MACD_gs_macdhist,PLUS_DM_gs_plus_dm,ROCP_gs_rocp,MACDEXT_gs_macd,MACDEXT_gs_macdsignal,MACDEXT_gs_macdhist,ROCR_gs_rocr,CMO_gs_cmo,MFI_gs_mfi,DEMA_gs_dema,SMA_gs_sma_fast,SMA_gs_sma_slow,KAMA_gs_kama,TEMA_gs_tema,TRIMA_gs_trima,EMA_gs_ema_fast,EMA_gs_ema_slow,SAR_gs_sar,WMA_gs_wma,HT_TRENDLINE_gs_ht_trendline,T3_gs_t3,MAMA_gs_mama,MAMA_gs_fama,MIDPOINT_gs_midpoint,MIDPRICE_gs_midprice,SAREXT_gs_sarext,OBV_gs_obv,OBV_gs_obv_sma,AD_gs_ad,AD_gs_ad_sma,ADOSC_gs_adosc,MA_gs_ma,ATR_gs_atr,RSI_gs_rsi,TRANGE_gs_trange,BBANDS_gs_upperband,BBANDS_gs_middleband,BBANDS_gs_lowerband,HT_PHASOR_gs_inphase,HT_PHASOR_gs_quadrature,HT_SINE_gs_sine,HT_SINE_gs_leadsine,HT_TRENDMODE_gs_ht_trendmode,STOCH_gs_slowk,STOCH_gs_slowd,CCI_gs_cci,NATR_gs_natr,WILLR_gs_willr,ROCR100_gs_rocr100,PLUS_DI_gs_plus_di,ADXR_gs_adxr,ADX_gs_adx,STOCHF_gs_fastk,STOCHF_gs_fastd,DX_gs_dx,STOCHRSI_gs_fastk,STOCHRSI_gs_fastd,HT_DCPERIOD_gs_ht_dcperiod,HT_DCPHASE_gs_ht_dcphase,MINUS_DI_gs_minus_di
2025-10-01 10:00:00+00:00,0.24395,0.24449,0.24133,0.24144,59766261.0,,,,hold,,-0.7943037974683523,4.632719393282758,0.010689999999999977,20.0,80.0,60.0,,,,,,0.0006943539200000105,,,,,0.008011141120000006,0.04632719393282764,,,,1.0350681642802024,38.83252645313797,81.91872580361408,0.24256954293552813,0.2353518181818182,0.235656,0.23860373826732753,,0.23948222222222218,0.2353518181818182,0.23596063636363637,0.2333,0.24059999999999998,,,,,0.23811,0.23846499999999998,0.23074701199999997,330106718.0,197933999.8,187736298.85106218,103916244.3813192,-14429596.822957233,,,55.61531309158274,0.003160000000000024,0.24027515403510114,0.235656,0.23103684596489887,,,,,0,73.33333333333324,73.33333333333324,67.87527347649726,1.305253305931455,-26.666666666666753,,,,,70.53726169844008,70.53726169844008,72.35526704042464,,,,,
2025-10-01 11:00:00+00:00,0.24145,0.24301,0.24143,0.24281,34504661.0,,,,hold,,0.8607594936708872,4.416444482669646,0.010270000000000001,0.0,60.0,60.0,,,,,,0.0005554831360000084,,,,,0.006408912896000004,0.044164444826696486,,,,1.045378223619064,46.02880244426876,79.40701606331938,0.24336748038408781,0.23630636363636362,0.236553,0.23931765885484604,,0.24172666666666665,0.2365948484848485,0.23720597520661157,0.23710820000000002,0.2419773333333333,,,,,0.238705,0.23849,0.23102887175999998,364611379.0,266006179.4,213505602.63587204,152823714.1237468,-14179903.419788033,,,69.79015375369356,0.001579999999999998,0.24158491424807563,0.236553,0.2315210857519244,,,,,0,84.01574803149602,84.01574803149602,49.66062376492739,1.2054352604355802,-15.984251968503983,,,,,48.21428571428571,48.21428571428571,72.35526704042461,,,,,
2025-10-01 12:00:00+00:00,0.24282,0.24352,0.24198,0.24224,48040789.0,,,,hold,,-0.37662337662337825,3.849781359855964,0.008980000000000016,0.0,40.0,40.0,,,,,,0.00044438650880000675,,,,,0.005637130316799986,0.03849781359855962,,,,1.0376081555726893,37.60906381657461,80.8180885992852,0.24334351031854903,0.23707000000000003,0.23749900000000004,0.23987498764703485,0.24287235801859472,0.24248333333333327,0.2375357070707071,0.2381212524417731,0.239659694,0.24246199999999998,,0.24387614065748497,,,0.242695,0.23907,0.23130509432479998,316570590.0,321476526.6,181686378.75275594,193870501.78955126,-11195333.669579297,0.24287235801859472,,55.13749752702317,0.0015399999999999858,0.24262109810526544,0.23749900000000004,0.23237690189473464,,,,,0,77.46967071057199,77.46967071057199,36.5302432610137,1.1264804759849607,-22.53032928942801,,,,,28.797468354430855,28.797468354430855,73.85856097208325,,,,,
2025-10-01 13:00:00+00:00,0.24224,0.24502,0.24224,0.24345,77025730.0,,,,hold,0.5078582533244447,0.4352517985611507,4.813363757695788,0.011179999999999995,0.0,100.0,100.0,,,,,,0.0003555092070400054,,,,,0.006009704253439991,0.04813363757695783,,,,1.0048705989185618,45.887994460893715,76.66600640899193,0.24388246692069301,0.23804000000000006,0.23876900000000006,0.24055767890521865,0.24342420974715914,0.24257666666666663,0.23852142255892259,0.23909011563417798,0.24136919498,0.24276466666666663,,0.24394838296312038,,,0.242695,0.24297,0.23157579243830398,393596320.0,358951597.2,171711823.7887271,199596344.33159208,-8232908.916947156,0.24342420974715914,,76.28054080062691,0.002779999999999977,0.24362796377841575,0.23876900000000006,0.23391003622158438,,,,,0,61.707317073170955,61.707317073170955,108.19411296738338,1.123886854452706,-38.292682926829045,104.7953166028152,,,,56.2674094707522,56.2674094707522,77.89843294746596,,,,,
2025-10-01 14:00:00+00:00,0.24344,0.24623,0.24304,0.24403,85765039.0,,,,hold,0.4603036156092477,0.18495297805642869,4.527542191381828,0.010569999999999996,0.0,100.0,100.0,,,,,,0.00028440736563200436,43.28834449744923,,,,0.0060177634027520095,0.0452754219138182,,,,1.0003279360524697,49.87340940536525,69.21393287805694,0.24439617353045778,0.23924727272727278,0.23991800000000002,0.24069425828581897,0.24396861090461588,0.24274555555555555,0.23943951879910216,0.2399882764279638,0.24198,0.243182,,0.24424497641187992,,,0.24273499999999998,0.24378,0.23197911866515486,479361359.0,376849273.2,139180257.27148527,178764072.2599805,-4489021.684687257,0.24396861090461588,,83.66215559465068,0.0031899999999999984,0.24451985788567643,0.23991800000000002,0.2353161421143236,,,,,0,55.10204081632652,55.10204081632652,122.5329943092379,1.1477871738832275,-44.89795918367348,104.35768046527541,,,,48.23529411764693,48.23529411764693,80.65457970772151,,,,,
2025-10-01 15:00:00+00:00,0.24403,0.24534,0.2428,0.24533,56397259.0,,,,hold,0.42917671578723837,0.5118110236220426,1.2630536178643625,0.0030599999999999794,0.0,80.0,80.0,,,,,,0.0004675258925056215,58.30606782501505,,,,0.004814210722201608,0.012630536178643577,,,,1.0161116633532141,58.44773528363427,88.62464230313323,0.24530602385363567,0.24041000000000004,0.24112500000000003,0.24083578050112858,0.24502897415186248,0.2434477777777777,0.24042126566591848,0.24095949889560675,0.24224,0.24402733333333337,,0.24499404519456536,,,0.243785,0.24383,0.23254915391854866,535758618.0,417979653.2,195133443.365973,180243501.16296265,-4943129.79909271,0.24502897415186248,,93.17851538635301,0.0025400000000000145,0.24539305869218855,0.24112500000000003,0.2368569413078115,,,,,0,81.24999999999974,81.24999999999974,82.69423141047221,1.1265100792846632,-18.750000000000252,105.39135664575994,,,,77.44360902255606,77.44360902255606,75.6882026357107,100.0,100.0,,,
2025-10-01 16:00:00+00:00,0.24534,0.24639,0.24434,0.24467,60278617.0,,,,hold,0.38456599343730247,-0.32682926829268544,0.2951424472227959,0.0007199999999999984,0.0,100.0,100.0,,,,,,0.0003740207140044972,53.88630745094154,,,,0.004901368577761281,0.002951424472227909,,,,1.0076603105308677,42.932015333007065,100.0,0.24534639912464412,0.24144727272727276,0.24236500000000002,0.24146883960201593,0.24493623294858072,0.24406222222222218,0.24112938805493206,0.2416341354600419,0.2428,0.24439333333333338,,0.2452969536457661,,,0.243785,0.24418499999999999,0.23309638776180672,475480001.0,440153377.6,154261600.61963138,168394700.75971454,-2742319.265736878,0.24493623294858072,,58.550014864152075,0.0020499999999999963,0.24554215674778043,0.24236500000000002,0.23918784325221962,,,,,0,60.99773242630384,60.99773242630384,94.17040358744482,1.087879479944087,-39.00226757369615,106.03250270855904,,,,52.089136490250844,52.089136490250844,78.6261468202473,0.0,0.0,,,
2025-10-01 17:00:00+00:00,0.24466,0.24543,0.24325,0.24331,38576224.0,,,,hold,0.31230919557552195,-0.6192660550458626,0.7745195493704449,0.0018700000000000105,0.0,80.0,80.0,,,,,,0.0013892165712036054,49.4371283514831,,,,0.003921094862209025,0.007745195493704484,,,,1.004417107001321,14.142293079758792,87.88650147996407,0.24453363267568742,0.24245090909090913,0.24335000000000004,0.2414942687888652,0.24385231099974933,0.24446111111111107,0.24149282337911004,0.24193883810367064,0.2428,0.24418200000000004,,0.24469031098741256,,,0.24431999999999998,0.244315,0.23376106837371638,436903777.0,464220015.0,117808838.49119115,155619192.70740157,302704.8291903734,0.24385231099974933,,23.12775237699343,0.0021800000000000153,0.2444829165900259,0.24335000000000004,0.24221708340997417,,,,,0,25.783132530120266,25.783132530120266,-50.4926108374372,1.0656768462029746,-74.21686746987973,104.63146125397782,,,,14.206128133704986,14.206128133704986,56.2278915082034,0.0,0.0,,,
2025-10-01 18:00:00+00:00,0.24332,0.24693,0.24332,0.24632,39174330.0,,,,hold,0.28539963329123896,0.8310249307479227,1.4455747292121401,0.003510000000000013,0.0,100.0,100.0,,,,,,0.0011113732569628843,51.03002756524461,,,,0.004636875889767221,0.014455747292121466,0.0006453333333334144,0.000999407407407455,-0.00035407407407404053,1.0117888683507907,44.86561141835173,86.27106899941205,0.24570866617885254,0.24362000000000003,0.24375500000000003,0.2421445057087559,0.24545822966860967,0.24462666666666663,0.24229735281592504,0.24273541299391235,0.24325,0.24490266666666674,,0.2452266239987022,,,0.244815,0.244865,0.23439251495503055,476078107.0,480716372.4,143744198.2418837,150025667.5980329,488870.14062842727,0.24545822966860967,,79.09931353986241,0.003620000000000012,0.24512792570809905,0.24375500000000003,0.242382074291901,,,,,0,85.23002421307515,85.23002421307515,109.8423056008688,1.1122227768163802,-14.769975786924846,105.59890251221813,,,,83.42391304347836,83.42391304347836,63.438194329354246,94.57172695560267,94.57172695560267,,,
2025-10-01 19:00:00+00:00,0.24632,0.2474,0.24599,0.2467,27287178.0,,,,hold,0.27388784254955834,0.26950354609928046,1.8411492734478063,0.004459999999999992,20.0,100.0,80.0,,,,,,0.0008890986055703074,55.959184213157855,,,,0.0041795007118137755,0.018411492734478167,0.0003170833333334122,0.0008982222222222847,-0.0005811388888888725,1.0109412777117568,47.81262027835843,82.67448038547597,0.24650994038260896,0.2440227272727273,0.24403000000000005,0.24264955247464243,0.24640633591491068,0.2448822222222222,0.2430311273466042,0.2434562469950192,0.24325,0.24555866666666676,,0.24615809963124935,,,0.245005,0.24509999999999998,0.23514476405772872,503365285.0,485517157.6,143937724.32699028,150977161.00913388,521745.7000578344,0.24640633591491068,,82.34503848305775,0.0014100000000000223,0.2456648700253955,0.24403000000000005,0.2423951299746046,,,,,0,84.7826086956521,84.7826086956521,135.23236612408712,1.0335145557429308,-15.21739130434789,106.21259740818874,,,,83.13253012048183,83.13253012048183,65.47472843222042,100.0,100.0,,,
2025-10-01 20:00:00+00:00,0.24671,0.24712,0.2461,0.24641,21433574.0,,,,hold,0.2551753993012884,-0.2941176470588475,1.2158554117888576,0.0029599999999999904,0.0,80.0,80.0,0.15457456487105978,0.00037054761904761757,,,,0.000711278884456246,60.50141074621118,,,,0.0033436005694510206,0.012158554117888644,0.00017641666666676215,0.000670861111111186,-0.0004944444444444239,1.0044022337260017,40.64134640879919,67.92703721091317,0.24672606887509968,0.24424636363636368,0.24452700000000008,0.24292216278972106,0.24655164293826762,0.2455622222222222,0.24359427278883683,0.2439932929959248,0.24332,0.2459400000000001,,0.24669674179178513,,,0.245005,0.24532500000000002,0.2360026305736877,481931711.0,474751776.2,135532401.1897345,139056952.5738862,887964.1444118023,0.24655164293826762,0.0026085000000000023,66.56695495879367,0.0010199999999999931,0.24605062101584652,0.24452700000000008,0.24300337898415364,,,,,0,76.14457831325265,76.14457831325265,77.1980367050793,0.9460470907434678,-23.855421686747352,105.54698877752078,,,,75.7352941176466,75.7352941176466,65.4747284322204,0.0,0.0,,,
2025-10-01 21:00:00+00:00,0.24642,0.24669,0.2448,0.24543,20917919.0,,,,hold,0.2147555440283222,-0.5238095238095182,0.5736999549235788,0.0014000000000000123,20.0,60.0,40.0,0.13534075914456895,0.0003252857142857224,,,,0.00186902310756502,42.477644720584095,0.0041775126355280134,0.00484673428109057,-0.0006692216455625568,0.0026748804555608166,0.0057369995492358005,0.00016350000000009413,0.0004293055555556387,-0.0002658055555555446,1.003106224710835,16.720798030124655,45.184203124504954,0.24624256277452897,0.24460909090909097,0.24478900000000006,0.2429357219473762,0.2458554245584646,0.2460333333333333,0.2439002273240307,0.2442545124512112,0.2474,0.2459226666666668,,0.24644298580664348,,,0.245005,0.24532500000000002,0.23680044643352957,461013792.0,471858534.4,128559761.52306823,133916584.75457354,1309816.3263823986,0.2458554245584646,0.0025725750000000023,29.0050162205832,0.0018900000000000028,0.24621711379095926,0.24478900000000006,0.24336088620904087,,,,,0,52.53012048192789,52.53012048192789,-3.546099290778781,0.9241464146195817,-47.469879518072105,101.30432987988607,,,,24.230769230769802,24.230769230769802,37.75437091961072,0.0,0.0,,,
2025-10-01 22:00:00+00:00,0.24543,0.24697,0.24542,0.24581,19914952.0,,,,hold,0.17627222673433085,0.2451612903225758,0.19565483226675617,0.0004800000000000082,0.0,40.0,40.0,0.16884980520750872,0.00040678571428570676,,,,0.001495218486052016,36.93676348531656,0.0037948913914641613,0.004496119984548434,-0.0007012285930842726,0.0024199043644486558,0.001956548322667461,0.00023408333333344022,0.00026331481481490593,-2.9231481481465705e-05,1.0102749578726726,23.06328102798837,67.09301384784922,0.24614849753266096,0.24488181818181823,0.24514600000000003,0.24302053146933866,0.24577757287773108,0.24617999999999993,0.24421852277002556,0.2445373283691728,0.24712,0.24598133333333344,,0.24614578943949983,,,0.246065,0.24536000000000002,0.2375424151831825,480928744.0,480663527.8,118666527.30371346,134088122.517078,1857060.2971583903,0.24577757287773108,0.002521446250000002,50.615603750218405,0.0015499999999999958,0.24631500128312744,0.24514600000000003,0.24397699871687262,,,,,0,61.029411764705685,61.029411764705685,-4.3303760033782845,0.8809821332623359,-38.970588235294315,100.76245132199222,,,,43.534482758620854,43.534482758620854,40.21946540731013,18.738636261399037,18.738636261399037,,,
2025-10-01 23:00:00+00:00,0.24582,0.24921,0.24567,0.24906,51299733.0,,,,hold,0.19109015116804962,0.9152542372881368,1.7942534842849467,0.004390000000000005,0.0,100.0,100.0,0.22634178634263957,0.0005470476190475859,,,,0.0011961747888416128,57.385646055991714,0.004022693110928205,0.004338311026675024,-0.00031561791574681933,0.004175923491558917,0.017942534842849574,5.7000000000112516e-05,0.00018728703703713463,-0.0001302870370370221,1.0111237414745047,57.5919938321308,70.02933972423223,0.24787463547709063,0.24550181818181827,0.24570700000000004,0.24442464541785516,0.24802247388144044,0.2462766666666666,0.24502543564168797,0.24535963230205046,0.2448,0.24695666666666677,,0.24732463850933262,,,0.247245,0.24700499999999997,0.23823244612035974,532228477.0,491893601.8,165618825.30371392,138463047.92944402,-295033.93553480506,0.24802247388144044,0.0025723739375000014,92.04346706690541,0.0035399999999999876,0.24722230228005498,0.24570700000000004,0.2441916977199451,,,,,0,96.59863945578269,96.59863945578269,154.3455806403979,0.9483230139973656,-3.4013605442173143,103.15606361829026,,,,96.59863945578269,96.59863945578269,56.110905762976415,100.0,100.0,,,
2025-10-02 00:00:00+00:00,0.24906,0.2511,0.247,0.24707,87550290.0,entry,3.1934269640182977,0,trade,0.180434636644633,-0.48536585365853546,1.5453536640499754,0.0037600000000000133,40.0,100.0,60.0,0.20472993010371746,0.0004964047619047673,,,,0.0009569398310732902,43.588905555077204,0.0036881996801818306,0.004121607244510626,-0.00043340756432879574,0.005230738793247136,0.015453536640499829,0.00010191666666672927,0.0001579537037038028,-5.603703703707354e-05,1.001499797324686,17.29960577363562,79.0672999102732,0.24766795951049375,0.24583090909090916,0.24601100000000004,0.24446706824633388,0.24756719860989568,0.24665444444444437,0.2453661963680733,0.2456706082471322,0.24528509999999998,0.24708600000000008,,0.24775710814756247,,,0.247245,0.24795,0.23911065043073096,444678187.0,480156182.2,81058057.40127552,125887114.54430108,2734960.990492612,0.24756719860989568,0.002648755240625001,45.40172033663823,0.0040999999999999925,0.2474629879475929,0.24601100000000004,0.24455901205240718,,,,,0,36.03174603174638,36.03174603174638,96.88078244779204,1.0564594066442146,-63.96825396825362,101.75445821836004,,,,29.049295774648158,29.049295774648158,65.06579248250544,0.0,0.0,,,7.914453165164464
2025-10-02 01:00:00+00:00,0.24707,0.25307,0.2467,0.25271,56726943.0,,,,trade,0.24350460484139358,0.8854003139717371,2.5941864241636914,0.006389999999999979,20.0,100.0,80.0,0.20886150234741993,0.0005084285714285763,,,,0.0007655518648586321,61.88758001406042,0.004381246745338435,0.004208153744786562,0.00017309300055187282,0.006154591034597736,0.02594186424163681,-0.00041116666666657364,6.614814814824411e-05,-0.0004773148148148178,1.0255671441905767,56.6055905154926,91.2517973647072,0.25064299691306247,0.24662000000000006,0.24674900000000002,0.24549617347661312,0.2512648240083097,0.24789777777777772,0.2465901636400611,0.2469504976567445,0.24567,0.24907066666666677,,0.25005424196693204,,,0.24907,0.24893500000000002,0.24018969189196518,501405130.0,484050866.0,131373163.82984647,125055267.07232349,1521385.7929077446,0.2512648240083097,0.0028348174785937518,85.90049121797367,0.0063700000000000145,0.24919949158332969,0.24674900000000002,0.24429850841667036,,,,,0,95.64691656590053,95.64691656590053,131.70183327568265,1.2454233557366818,-4.3530834340994655,104.32215984147952,,,,95.13513513513479,95.13513513513479,71.89643126345511,99.99999999999999,99.99999999999999,,,7.13430820518797
2025-10-02 02:00:00+00:00,0.25271,0.25584,0.25104,0.25496,103753277.0,exit,3.1934269640182977,0,trade,0.33643645665615285,0.4687500000000036,3.3481961897041,0.008260000000000017,0.0,100.0,100.0,0.24936205855426663,0.0006095952380952563,,,,0.0006124414918869057,63.02463745688448,0.005098419779601293,0.004504909089724806,0.0005935106898764869,0.007693672827678183,0.03348196189704101,-0.0008299166666665692,-0.00011093518518509593,-0.0007189814814814732,1.0388298089068166,64.91988707719372,100.0,0.25344490276830833,0.2474954545454546,0.247778,0.24716418050033132,0.25436448657570365,0.24950222222222215,0.24798513636671757,0.24840677081006368,0.2467,0.2513853333333334,,0.25315847476948816,,,0.250385,0.25063,0.24147772270276865,605158407.0,512879789.0,197083572.5965137,138760029.28701258,-2330468.1274890006,0.25436448657570365,0.0029330766046640655,91.14257363257674,0.0048000000000000265,0.2511329807749053,0.247778,0.24442301922509468,,,,,0,91.55470249520162,91.55470249520162,127.4809448343526,1.327034838725012,-8.445297504798377,104.72787019921957,,,,90.37199124726487,90.37199124726487,78.61556980977295,100.0,100.0,,,6.62112614432586
2025-10-02 03:00:00+00:00,0.25497,0.25566,0.25382,0.25386,43351223.0,,,,trade,0.3843582184013261,-0.6032608695652146,3.023416257457079,0.007449999999999984,0.0,80.0,80.0,0.24502016375410382,0.0006014999999999493,,,,0.0004899531935095246,67.45341569206789,0.005204931274292557,0.004738249817914057,0.00046668145637850014,0.006154938262142547,0.030234162574570775,-0.0007669166666665894,-0.0003777129629628753,-0.00038920370370371414,1.0327488710792887,47.63376399682035,100.0,0.2542474272852722,0.24833090909090913,0.248833,0.24830052521349194,0.25473134072844505,0.25167888888888884,0.24896428030559797,0.24939826702641574,0.2467,0.25269800000000003,,0.2548399150655525,,,0.251015,0.250755,0.24291395043249178,561807184.0,529055477.0,155617185.37912166,146150160.90209422,-1968145.0670888424,0.25473134072844505,0.0028784227744308626,66.84311059559055,0.0018400000000000083,0.25227474970036734,0.248833,0.24539125029963266,,,,,0,80.53097345132709,80.53097345132709,90.10033203406711,1.2459312865853933,-19.469026548672907,104.02819325492767,,,,78.33698030634534,78.33698030634534,78.61556980977295,0.0,0.0,,,6.435947009642233
